num_txs,gas_used,num_users,proj_name,pct_txs,pct_gas_used,pct_users
179905,58096838578,24463,uniswap_v3 - NonfungibleTokenPositionManager,0.00166545229654628583,0.00660619433321288636,0.00186019624868914450
156936,8787256054,40047,0xf7a0383750fef5abace57cc4c9ff98e3790202b3 - 0xf7a0383750fef5abace57cc4c9ff98e3790202b3,0.00145281910792244748,0.00099919931220505024,0.00304522254716323304
144114,3026572997,17577,0xf598b81ef8c7b52a7f2a89253436e72ec6dc871f - 0xf598b81ef8c7b52a7f2a89253436e72ec6dc871f,0.00133412074297252125,0.00034415176231995317,0.00133657644046965184
142725,9749778094,35192,0x495f947276749ce646f68ac8c248420045cb7b5e - 0x495f947276749ce646f68ac8c248420045cb7b5e,0.00132126221630620964,0.00110864774006921930,0.00267604244711884778
140134,12731689968,116794,arbitrum - Inbox,0.00129727629651325543,0.00144772108392615391,0.00888115769404406421
138029,16725861022,38556,gnosis_safe - Safev1.1.1,0.00127778947244371911,0.00190189846824960390,0.00293184509522375242
136194,18708750908,21792,"{""more loot(mloot)""} - 0x1dfe7ca09e99d10835bf73044a23b73fc20623df",0.00126080214599830384,0.00212737297338453194,0.00165709016275329424
134402,7365436937,35928,BUSD - 0x4fabb145d64652a948d72533023f6e7a623c7c53,0.00124421288769302637,0.00083752419143288481,0.00273200878154370207
130594,5379750592,39209,SUSHI - SushiToken,0.00120896071379431173,0.00061173170080939943,0.00298150000878276036
124866,2622186000,9758,0xf0d9fcb4fefdbd3e7929374b4632f8ad511bd7e3 - 0xf0d9fcb4fefdbd3e7929374b4632f8ad511bd7e3,0.00115593433456851409,0.00029816889727266298,0.00074201017842082623
122529,2573109000,118515,0x6dfc34609a05bc22319fa4cce1d1e2929548c0d7 - 0x6dfc34609a05bc22319fa4cce1d1e2929548c0d7,0.00113429979402195524,0.00029258834922174269,0.00901202462549131180
121397,5030427623,42074,FNK - 0xb5fe099475d3030dde498c3bb6f3854f762a48ad,0.00112382041879786254,0.00057201016905736405,0.00319935809047733580
121091,21067922320,36026,AAVE - AAVEToken,0.00112098765482385869,0.00239563446909583208,0.00273946082063831581
120560,11798630411,31,0xffa397285ce46fb78c588a9e993286aac68c37cd - 0xffa397285ce46fb78c588a9e993286aac68c37cd,0.00111607197616308730,0.00134162283643325699,0.000002357277672785982076
119227,11070371748,4,0x63c880aab2e8aad1a571d38a70a79b6c4729c468 - 0x63c880aab2e8aad1a571d38a70a79b6c4729c468,0.00110373186381881560,0.00125881250853280527,0.000000304164861004642848
118478,18323139212,18850,foundation - market,0.00109679807226153166,0.00208352504872481621,0.00143337690748437942
117771,14670911260,34488,SNX - Synthetix,0.00109025309144577765,0.00166823003111880492,0.00262250943158203064
116349,12046208438,4,0x3fda25f27211a138adf211f4c060f2149674be6d - 0x3fda25f27211a138adf211f4c060f2149674be6d,0.00107708907062540680,0.00136977494589442091,0.000000304164861004642848
116000,4011433427,52029,{kraken} - 0xfa52274dd61e1643d2205169732f29114bc240b3,0.00107385823851126515,0.00045614028959474630,0.00395634838830264069
113204,4542791473,28416,QNT - StandardToken,0.00104797455200370052,0.00051656103878369663,0.00216078717257698280
111765,9320203889,55,0xa24787320ede4cc19d800bf87b41ab9539c4da9d - 0xa24787320ede4cc19d800bf87b41ab9539c4da9d,0.00103465315540699611,0.00105980083637831756,0.000004182266838813839167
110672,13835589252,9,0x00000000003b3cc22af3ae1eac0440bcee416b40 - 0x00000000003b3cc22af3ae1eac0440bcee416b40,0.00102453481872860980,0.00157324552506433489,0.000000684370937260446409
109702,4100148411,18692,0xa80f2c8f61c56546001f5fc2eb8d6e4e72c45d4c - 0xa80f2c8f61c56546001f5fc2eb8d6e4e72c45d4c,0.00101555514207898973,0.00046622807472930271,0.00142136239547469603
108820,2285245109,17578,0x0392b64b8bfda184f0a72ce37d73dc7df978c4f7 - 0x0392b64b8bfda184f0a72ce37d73dc7df978c4f7,0.00100739011650686098,0.00025985533221071141,0.00133665248168490300
104945,4444058982,28071,ENJ - 0xf629cbd94d3791c9250152bd8dfbdf380e2a3b9c,0.00097151769690142001,0.00050533416244218115,0.00213455295331533235
104623,11819081553,32085,AMP - AMP,0.00096853681454969046,0.00134394833678224315,0.00243978239133349145
103780,4632005170,58310,BONE - BONE,0.00096073282752326808,0.00052670553259767760,0.00443396326129518112
103262,2168551254,38422,{ftx} - 0xc098b2a3aa256d2140208c3de6543aaef5cd3a94,0.00095593749504439881,0.00024658606829737878,0.00292165557238009688
103178,4246837013,30010,GRT - GRT,0.00095515987356133893,0.00048290804277916971,0.00228199686968733297
101641,6022684890,27816,VRA - 0xf411903cbc70a74d22900a5de66a2dda66507255,0.00094093125190106466,0.00068483979102627714,0.00211516244342628637
100434,17743806610,38999,zeroex - ZeroExProxy,0.00092975757178138279,0.00201764911044566952,0.00296553135358001661
99092,10229196078,2,"{""bitgo team""} - 0xd1669ac6044269b59fa12c5822439f609ca54f41",0.00091733414284964040,0.00116316238228833083,0.000000152082430502321424
98656,4396386910,34901,COMP - Comp,0.00091329791705661530,0.00049991336882229950,0.00265391445348076001
98111,4268700744,30168,MANA - MANAToken,0.00090825263481533392,0.00048539416869187618,0.00229401138169701636
97251,5330700140,18060,SAND - SAND,0.00090029127201257799,0.00060615417153284709,0.00137330434743596246
94876,9063423547,13,0x0000000089341e263b85d84a0eea39f47c37a9d2 - 0x0000000089341e263b85d84a0eea39f47c37a9d2,0.00087830495031892062,0.00103060233123206277,0.000000988535798265089258
87560,3562654238,25443,BAT - BAT,0.00081057782210384807,0.00040510958624149447,0.00193471663963528200
85150,93233346712,17784,,0.00078826749145891575,0.01060156837774166244,0.00135231697202664210
85013,3564183457,18849,OMG - OMGToken,0.00078699922784963952,0.00040528347380817296,0.00143330086626912826
84478,1774038000,16340,0x6254b927ecc25ddd233aaecd5296d746b1c006b4 - 0x6254b927ecc25ddd233aaecd5296d746b1c006b4,0.00078204651959443670,0.00020172594704563310,0.00124251345720396604
83121,5106810034,1,0x8d1f2ebfaccf1136db76fdd1b86f1dede2d23852 - 0x8d1f2ebfaccf1136db76fdd1b86f1dede2d23852,0.00076948422968357647,0.00058069561671778834,0.000000076041215251160712
82981,22869930264,19862,0x47e312d99c09ce61a866c83cbbbbed5a4b9d33e7 - 0x47e312d99c09ce61a866c83cbbbbed5a4b9d33e7,0.00076818819387847667,0.00260054087983063831,0.00151033061731855406
80403,3170997426,18529,STRONG - Strong,0.00074432262026742458,0.00036057427114814614,0.00140896767738875683
80150,6474901870,40484,0xfaff15c6cdaca61a4f87d329689293e07c98f578 - 0xfaff15c6cdaca61a4f87d329689293e07c98f578,0.00074198049841963708,0.00073626140576091987,0.00307845255822799027
78639,16583587458,71384,optimism - Proxy__OVM_L1StandardBridge,0.00072799256912316707,0.00188572053438490794,0.00542812610948885627
78204,3176967611,21178,CRV - 0xd533a949740bb3306d119cc777fa900ba034cd52,0.00072396560072874982,0.00036125314117413354,0.00161040085658908156
77901,8408775505,21884,rarible_v1 - RaribleToken_v1,0.00072116060895056954,0.00095616227061666479,0.00166408595455640102
77040,3252827764,22561,GALA - GALA,0.00071318998874920575,0.00036987920285204102,0.00171556585728143683
76407,7178221992,2,{bitstamp} - 0x1522900b6dafac587d499a862861c0869be6e428,0.00070733005543043307,0.00081623597095439386,0.000000152082430502321424
75695,1589595000,8775,0xb2723beacce4bc54f23544343927f048cef6bd5a - 0xb2723beacce4bc54f23544343927f048cef6bd5a,0.00070073878762163979,0.00018075292456757023,0.00066726166382893525
74430,1563030000,43346,{crypto.com} - 0x6262998ced04146fa42253a5c0af90ca02dfd2a3,0.00068902817838270228,0.00017773221712879651,0.00329608251627681223
74291,3258859164,30186,WBTC - WBTC,0.00068774139997621034,0.00037056503363864820,0.00229538012357153726
73723,25918331573,14566,aave_v2 - LendingPool,0.00068248319756694828,0.00294717474056708964,0.00110761634134840693
73562,1544802000,73007,0x077d360f11d220e4d5d831430c81c26c9be7c4a4 - 0x077d360f11d220e4d5d831430c81c26c9be7c4a4,0.00068099275639108351,0.00017565951036448380,0.00555154100184149011
73358,1540518000,20582,0xc94ebb328ac25b95db0e0aa968371885fa516215 - 0xc94ebb328ac25b95db0e0aa968371885fa516215,0.00067910424707508094,0.00017517237651664994,0.00156508029229938978
72306,1518426000,8799,0xb04c0eb29c72cebc467b9d4944d29116fa02c44a - 0xb04c0eb29c72cebc467b9d4944d29116fa02c44a,0.00066936546373961671,0.00017266029412487923,0.00066908665299496311
71187,19939695589,7888,0x03f34be1bf910116595db1b11e9d1b2ca5d59659 - 0x03f34be1bf910116595db1b11e9d1b2ca5d59659,0.00065900643469742614,0.00226734375277905998,0.00059981310590115570
69381,1457001000,58388,0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511 - 0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0.00064228757281163868,0.00016567565439490838,0.00443989447608477166
68720,1443120000,57248,"{ftx,ftx} - 0x2faf487a4414fe77e2327f0bf4ae2a264a776ad2",0.00063616843233184604,0.00016409724521148591,0.00435320749069844845
67138,12946482181,24851,rarible - ExchangeV2,0.00062152322773421827,0.00147214511688680772,0.00188970024020659486
66943,4781042239,57,{cryptob3auty} - 0xfa103c21ea2df71dfb92b0652f8b1d795e51cdef,0.00061971803500568640,0.00054365254494404806,0.000004334349269316160591
66412,5709871707,6,0x1d6e8bac6ea3730825bde4b005ed7b2b39a2932d - 0x1d6e8bac6ea3730825bde4b005ed7b2b39a2932d,0.00061480235634491501,0.00064926978881153656,0.000000456247291506964273
66112,2820582404,15691,CEL - CEL,0.00061202513676255829,0.00032072856199650093,0.00119316270850596273
65484,6198215982,2365,0x2c8652acbaba3d398952bd291b0baf29ba6f0ae8 - 0x2c8652acbaba3d398952bd291b0baf29ba6f0ae8,0.00060621149043682489,0.00070479944001330794,0.00017983747406899508
65295,3041876292,25579,FTM - Fantom,0.00060446184209994015,0.00034589190073682682,0.00194505824490943986
64599,2752484724,14318,FTT - FTT_Token,0.00059801869266887256,0.00031298517150001187,0.00108875811996611908
63681,1337301000,58747,0x39f6a6c85d39d5abad8a398310c52e7c374f2ba3 - 0x39f6a6c85d39d5abad8a398310c52e7c374f2ba3,0.00058952040074686100,0.00015206456158778572,0.00446719327235993835
63201,1327495052,50195,0x1ce319261565de6d71c29493c1834d8d3c7d1c45 - 0x1ce319261565de6d71c29493c1834d8d3c7d1c45,0.00058507684941509025,0.00015094952676498021,0.00381688879953201194
62667,14591674227,20470,paraswap - AugustusSwapper5.0,0.00058013339855849528,0.00165921998425227158,0.00155656367619125978
62583,3671875778,19468,0xa57d319b3cf3ad0e4d19770f71e63cf847263a0b - 0xa57d319b3cf3ad0e4d19770f71e63cf847263a0b,0.00057935577707543540,0.00041752917285366540,0.00148037037850959674
61932,4444750700,55696,0x74ee68a33f6c9f113e22b3b77418b75f85d07d22 - 0x74ee68a33f6c9f113e22b3b77418b75f85d07d22,0.00057332921058172132,0.00050541281772951914,0.00423519152462864702
61639,1294428904,52086,0xeb2629a2734e272bcc07bda959863f316f4bd4cf - 0xeb2629a2734e272bcc07bda959863f316f4bd4cf,0.00057061679278961959,0.00014718957347172997,0.00396068273757195685
61173,8812352911,35518,DYDX - DydxToken,0.00056630284503835882,0.00100205307703206850,0.00270083188329072617
60291,1266111000,39556,0x4f6742badb049791cd9a37ea913f2bac38d01279 - 0x4f6742badb049791cd9a37ea913f2bac38d01279,0.00055813781946623006,0.00014396954323407592,0.00300788631047491313
59772,1255212000,50517,0xddfabcdc4d8ffc6d5beaf154f18b778f892a0740 - 0xddfabcdc4d8ffc6d5beaf154f18b778f892a0740,0.00055333322958875293,0.00014273021741532212,0.00384137407084288569
59595,1251495000,59584,0x9ba3560231e3e0ad7dde23106f5b98c72e30b468 - 0x9ba3560231e3e0ad7dde23106f5b98c72e30b468,0.00055169467003516247,0.00014230755716499568,0.00453083976952515987
58140,2626172865,38054,uniswap_v2 - Pair,0.00053822515506073238,0.00029862224388523164,0.00289367240516766974
57393,2496771538,18585,HOT - 0x6c6ee5e31d828de241282b9606c8e98ea48526e2,0.00053130987830066414,0.00028390801271428905,0.00141322598544282183
56915,8659843519,21652,olympus - StakingHelper,0.00052688484176610910,0.00098471122666891185,0.00164644439261813174
56420,8144510514,31480,dydx_starkware - StarkPerpetual,0.00052230242945522051,0.00092611268566950993,0.00239377745610653922
55108,3194754153,1,0x2a549b4af9ec39b03142da6dc32221fc390b5533 - 0x2a549b4af9ec39b03142da6dc32221fc390b5533,0.00051015672248171379,0.00036327564972784937,0.000000076041215251160712
55071,1156491000,40803,{hitbtc} - 0xa12431d0b9db640034b0cdfceef9cce161e62be4,0.00050981419873322313,0.00013150464771597411,0.00310270970589311054
54819,1151199000,46365,0x3cd751e6b0078be393132286c442345e5dc49699 - 0x3cd751e6b0078be393132286c442345e5dc49699,0.00050748133428404348,0.00013090289413923816,0.00352565094512006642
54250,5988258985,20430,kashi - KashiPairMediumRiskV1,0.00050221387447617357,0.00068092521969858968,0.00155352202758121335
53964,2508416614,30196,LEASH - 0x27c70cd1946795b66be9d954418546998b546634,0.00049956625847432683,0.00028523217487119797,0.00229614053572404886
53751,2221520078,19843,1INCH - OneInch,0.00049759443257085356,0.00025260915584414693,0.00150888583422878201
53464,11360394009,19717,rarible_v1 - MintableToken_v4,0.00049493755917039896,0.00129179095390124765,0.00149930464110713576
52616,4662308358,18357,rarible_v1 - RaribleUserToken,0.00048708728515093730,0.00053015130957528567,0.00139588858836555719
52495,2089334148,17434,ZRX - ZRXToken,0.00048596713991938676,0.00023757828733098218,0.00132570254668873586
52165,4463391820,167,0xdf9aa1012fa49dc1d2a306e3e65ef1797d2b5fbb - 0xdf9aa1012fa49dc1d2a306e3e65ef1797d2b5fbb,0.00048291219837879437,0.00050753250038907395,0.000012698882946943838924
51711,2031000059,26660,ZILD - 0x006699d34aa3013605d468d2755a2fe59a16b12b,0.00047870933941082786,0.00023094511524077371,0.00202725879859594459
51444,1080324000,51435,0xa4e5961b58dbe487639929643dcb1dc3848daf5e - 0xa4e5961b58dbe487639929643dcb1dc3848daf5e,0.00047623761398253038,0.00012284369445081026,0.00391117990644345123
50391,2136962202,7019,SRM - 0x476c5e26a75bd202a9683ffd34359c0cc15be0ff,0.00046648957324845829,0.00024299407566194834,0.00053373328984789704
49770,1045170000,8371,0x2819c144d5946404c0516b6f817a960db37d4929 - 0x2819c144d5946404c0516b6f817a960db37d4929,0.00046074072871297988,0.00011884633140535003,0.00063654101286746632
49225,12428791903,14163,foundation - nft,0.00045569544647169851,0.00141327853026021512,0.00107697173160218917
48924,6259453803,17,0xcd9e13b2f3bfc26cd99989fb849a2751932595c4 - 0xcd9e13b2f3bfc26cd99989fb849a2751932595c4,0.00045290896949073393,0.00071176279561010799,0.000001292700659269732106
48131,2248351408,20242,SAITAMA - SaitamaInu,0.00044556785239470433,0.00025566014768014137,0.00153922627911399513
47794,1936435465,16522,CLV - 0x80c62fe4487e1351b47ba49809ebd60ed085bf52,0.00044244810906385695,0.00022019217066932947,0.00125635295837967729
47630,9785509799,2311,0xaeb960ed44c8a4ce848c50ef451f472a503456b2 - 0xaeb960ed44c8a4ce848c50ef451f472a503456b2,0.00044092989569216861,0.00111271079397825630,0.00017573124844543241
47384,7363128931,37947,zksync - ZkSync,0.00043865257563463610,0.00083726174795865426,0.00288553599513579554
46194,12687522916,11638,illuvium - IlluviumCorePool,0.00042763627129128778,0.00144269884630051471,0.00088496766309300837
46064,967344000,39772,0x68b22215ff74e3606bd5e6c1de8c2d68180c85f7 - 0x68b22215ff74e3606bd5e6c1de8c2d68180c85f7,0.00042643280947226653,0.00010999673316970150,0.00302431121296916384
45810,2652462104,9565,SUM - 0x043c308bb8a5ae96d0093444be7f56459f1340b1,0.00042408143022587118,0.00030161159452731710,0.00072733422387735221
45781,1938582926,24157,OHM - OHM,0.00042381296566624336,0.00022043635856382134,0.00183692763682228932
45762,2538002023,4128,cryptopunks - CryptoPunksMarket,0.00042363707509269410,0.00028859633316389372,0.00031389813655679142
45486,1837754430,10854,COTI - 0xddb3422497e61e13543bea06989c0789117555c5,0.00042108203307692592,0.00020897114539207032,0.00082535135033609837
45224,949704000,20314,0xb9ee1e551f538a464e8f8c41e9904498505b49b0 - 0xb9ee1e551f538a464e8f8c41e9904498505b49b0,0.00041865659464166772,0.00010799088791391500,0.00154470124661207871
44359,2227359647,11487,TUSD - 0x0000000000085d4780b73119b644ae5ecd22b376,0.00041064894484587251,0.00025327317351843762,0.00087348543959008310
43881,921501000,42538,0x148fb81e52941288e20c3067c85f0499fa724c89 - 0x148fb81e52941288e20c3067c85f0499fa724c89,0.00040622390831131747,0.00010478392341567540,0.00323464121435387437
43360,4332450389,1,0x33e7e9bac33ee273d7c81de3fc772fc65364810f - 0x33e7e9bac33ee273d7c81de3fc772fc65364810f,0.00040140080363662463,0.00049264314391757479,0.000000076041215251160712
42918,3727997232,22626,artblocks - GenArt721Core,0.00039730903345195239,0.00042391074611068015,0.00172050853627276227
42413,890673064,22605,{gateio} - 0x0d0707963952f2fba59dd06f2b425ace40b492fe,0.00039263404715498525,0.000101278477317529717674,0.00171891167075248790
42365,889676620,27130,0x9cd83be15a79646a3d22b81fc8ddf7b7240a62cb - 0x9cd83be15a79646a3d22b81fc8ddf7b7240a62cb,0.00039218969202180817,0.000101165171621948259535,0.00206299816976399012
41530,3036087190,6573,0x5fdcca53617f4d2b9134b29090c87d01058e27e9 - 0x5fdcca53617f4d2b9134b29090c87d01058e27e9,0.00038445976418424863,0.00034523362166755448,0.00049981890784587936
41404,1604431499,30691,FOX - FOX,0.00038329333195965881,0.00018243998358863775,0.00233378093727337342
40969,1623668712,12290,TEL - TEL,0.00037926636356524157,0.00018462744801214140,0.00093454653543676515
40863,1639174552,10830,YFI - YFI,0.00037828507931280886,0.00018639061783079132,0.00082352636117007051
40711,27256088975,5982,tornado_cash - TornadoProxy,0.00037687795472441479,0.00309929119964843723,0.00045487854963244338
40369,2237898692,21176,sevens - TheSevens,0.00037371192440052813,0.00025447156883667858,0.00161024877415857924
40062,1240028102,3,0x75e58a2e1391a22110d72ebd2b059a80126a6b92 - 0x75e58a2e1391a22110d72ebd2b059a80126a6b92,0.00037086990302791642,0.00014100365563711089,0.000000228123645753482136
39916,4082123101,31,0x0000000000005117dd3a72e64a705198753fdd54 - 0x0000000000005117dd3a72e64a705198753fdd54,0.00036951832283116948,0.00046417841585472329,0.000002357277672785982076
39886,3741705954,21223,KISHU - Kishu,0.00036924060087293381,0.00042546956555436473,0.00161382271127538379
39820,1576603438,9438,ANKR - 0x8290333cef9e6d528dd5618fb97a76f268f3edd4,0.00036862961256481533,0.00017927565342227793,0.00071767698954045480
39793,835862859,5045,0xcbd6832ebc203e49e2b771897067fce3c58575ac - 0xcbd6832ebc203e49e2b771897067fce3c58575ac,0.00036837966280240322,0.000095046006247918866706,0.00038362793094210579
39792,5950099915,7210,ethichub - EthixToken,0.00036837040540379537,0.00067658614999764156,0.00054825716196086873
39716,1988154787,21515,XYO - 0x55296f69f40ea6d20e478533c15a6b08b654e758,0.00036766684310959833,0.00022607317728305931,0.00163602674612872272
39495,2003714359,3587,GUSDT - 0x3242aebcdcf8de491004b1c98e6595e9827f6c17,0.00036562095801726222,0.00022784245697003597,0.00027275983910591347
39311,1599352140,13704,MKR - MKR,0.00036391759667341676,0.00018186240943032786,0.00104206881380190640
39015,1664110208,11396,FET - 0xaea46a60368a7bd060eec7df8cba43b7ef41ad85,0.00036117740668549146,0.00018922605248427908,0.00086656568900222748
38180,3846778624,7,0x000000005736775feb0c8568e7dee77222a26880 - 0x000000005736775feb0c8568e7dee77222a26880,0.00035344747884793193,0.00043741738395755749,0.000000532288506758124985
38179,3629668599,3,0x121effb8160f7206444f5a57d13c7a4424a237a4 - 0x121effb8160f7206444f5a57d13c7a4424a237a4,0.00035343822144932407,0.00041272979248193742,0.000000228123645753482136
37856,794976000,12226,{bithumb} - 0xefb2e870b14d7e555a31b392541acf002dae6ae9,0.00035044808169898667,0.000090396759527444859203,0.00092967989766069087
37819,3128148247,22746,0xf7686cf0d88b3c1b474ec76735b4e94a0c3a28f3 - 0xf7686cf0d88b3c1b474ec76735b4e94a0c3a28f3,0.00035010555795049601,0.00035570188892527219,0.00172963348210290156
37656,1474063936,7848,LRC - 0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,0.00034859660197741552,0.00016761588167525921,0.00059677145729110927
37634,790314000,12749,{okex} - 0xa7efae728d2936e78bda97dc267687568dd593f3,0.00034839293920804269,0.000089866643281272713209,0.00096944945323704792
37602,1705279198,34801,0xefb47fcfcad4f96c83d4ca676842fb03ef20a477 - 0xefb47fcfcad4f96c83d4ca676842fb03ef20a477,0.00034809670245259131,0.00019390738033445038,0.00264631033195564394
37462,1823426312,21441,ILV - 0x767fe9edc9e0df98e07454847909b5e959d7ca0e,0.00034680066664749151,0.00020734189439917638,0.00163039969620013683
37394,5025951541,8,0x000000000035b5e5ad9019092c665357240f594e - 0x000000000035b5e5ad9019092c665357240f594e,0.00034617116354215732,0.00057150119355599153,0.000000608329722009285697
37336,1469376779,14082,UST - 0xa47c8bf37f92abed4a126bda807a7b7498661acd,0.00034563423442290169,0.00016708290482539660,0.00107081239316684515
37131,1455403600,10229,POLY - 0x9992ec3cf6a55b00978cddf2b27bc6882d88d1ec,0.00034373646770829126,0.00016549401396341216,0.00077782559080412292
37095,2338161041,1797,0x7a44228e46cdd37a85c0b07c4043b86c11e8c315 - 0x7a44228e46cdd37a85c0b07c4043b86c11e8c315,0.00034340320135840845,0.00026587240540559355,0.00013664606380633580
36720,1953896398,12811,PAX - 0x8e870d67f660d95d5be530380d0ec0bd388289e1,0.00033993167688046255,0.00022217765420785872,0.00097416400858261988
36327,2395574836,15,0xc8046263d5b5544f6413a98b4693488499195a46 - 0xc8046263d5b5544f6413a98b4693488499195a46,0.00033629351922757525,0.00027240093082041490,0.000001140618228767410682
36291,1559027041,9277,ACH - ACH,0.00033596025287769244,0.00017727704046670707,0.00070543435388501793
36241,1534602406,14923,CRO - CroToken,0.00033549738294729966,0.00017449971403592096,0.00113476305519307131
